step,epoch,loss,val_acc,test_acc
50,1,0.6562532186508179,0.5487364620938628,0.0
100,1,0.6638143658638,0.5270758122743683,0.0
150,1,0.6234378814697266,0.5776173285198556,0.0
200,2,0.7146385312080383,0.5848375451263538,0.0
250,2,0.7336187362670898,0.5884476534296029,0.0
300,2,0.8074899911880493,0.6570397111913358,0.0
350,3,0.3803061842918396,0.6353790613718412,0.0
400,3,0.33379286527633667,0.6498194945848376,0.0
450,3,0.6186256408691406,0.6534296028880866,0.0
500,4,0.28676536679267883,0.6534296028880866,0.0
550,4,0.26903703808784485,0.6823104693140795,0.0
600,4,0.5050110816955566,0.6678700361010831,0.0
