avg_conf_cancel_interval,conflict_hist_steps,delta_val_probe_acc,delta_val_probe_loss,epoch,eval_every_steps,event,global_step,lr,seed,val_probe_acc,val_probe_loss,val_probe_size
0.8546314835548401,1,0.03971119155091929,0.0008614489317800844,2,1,eval,40,0.001,2,0.6209386298802786,0.6802417306693452,277
0.6832538843154907,1,0.09386281566929733,-0.016753899061292543,2,1,eval,44,0.001,2,0.6028880867501889,0.6738330764891008,277
0.6243376731872559,1,0.021660651002980313,-0.0033804042675005253,2,1,eval,45,0.001,2,0.6245487377531692,0.6704526722216003,277
0.7049626111984253,1,-0.018050541301066314,-0.0005784738365062214,2,1,eval,46,0.001,2,0.6064981964521029,0.6698741983850941,277
0.6462860107421875,1,0.0036101085184283566,-0.001517212132684631,2,1,eval,47,0.001,2,0.6101083049705313,0.6683569862524095,277
0.6193414330482483,1,0.02166064981949456,-0.002032833839581749,2,1,eval,59,0.001,2,0.6028880881488539,0.6727492286410143,277
0.8303940296173096,1,0.018050541085886995,-0.008062790232014505,2,1,eval,66,0.001,2,0.6064981958065653,0.6639231766173986,277
0.725659966468811,1,0.021660650034673767,-0.00520299509544242,2,1,eval,67,0.001,2,0.628158845841239,0.6587201815219562,277
0.2725030183792114,1,0.0361010821717741,-0.017613994946118372,2,1,eval,71,0.001,2,0.6317689537141298,0.6536506500485141,277
0.4534758925437927,1,0.050541515384770475,-0.03398856660519267,2,1,eval,74,0.001,2,0.6209386292347409,0.6563839546609872,277
0.6694927215576172,1,0.014440432997817165,-0.004368529423049217,2,1,eval,75,0.001,2,0.635379062232558,0.652015425237938,277
0.5280181169509888,1,-0.025270757477205974,0.0054869406490118955,2,1,eval,76,0.001,2,0.610108304755352,0.6575023658869499,277
0.7873122096061707,1,0.02888086621081354,0.0029370040239410367,2,1,eval,78,0.001,2,0.6245487379683484,0.666711465116012,277
0.5097813606262207,1,0.02888086621081354,-0.0011344394959267312,3,1,eval,81,0.001,2,0.6064981964521029,0.6783665803795688,277
0.5989861488342285,1,0.018050541301066203,0.01768973114688477,3,1,eval,83,0.001,2,0.6064981964521029,0.7108341629754765,277
0.7372032403945923,1,0.003610108088069941,0.036621215756619474,3,1,eval,84,0.001,2,0.6101083045401728,0.747455378732096,277
0.7958782315254211,1,0.0072202166064981865,0.030036660308011554,3,1,eval,85,0.001,2,0.617328521146671,0.7774920390401076,277
0.7237006425857544,1,-0.010830324909747335,0.03698173046972786,3,1,eval,86,0.001,2,0.6064981962369237,0.8144737695098354,277
0.7413972616195679,1,0.007220216391318979,0.020487379941699246,3,1,eval,87,0.001,2,0.6137184126282427,0.8349611494515347,277
0.8094210028648376,1,0.0036101083032491488,-0.008245967570625012,3,1,eval,88,0.001,2,0.6173285209314918,0.8267151818809096,277
0.7025092244148254,1,0.007220216821677394,0.02143150568008423,3,1,eval,89,0.001,2,0.6245487377531692,0.8481466875609939,277
0.31269901990890503,1,0.01444043256745875,-0.07520660725741612,3,1,eval,90,0.001,2,0.638989170320628,0.7729400803035777,277
0.7322774529457092,1,-0.003610108088069941,-0.008478777072920218,3,1,eval,91,0.001,2,0.635379062232558,0.7644613032306575,277
0.7483900785446167,1,0.010830325124926543,-0.021146871983359516,3,1,eval,92,0.001,2,0.6462093873574846,0.743314431247298,277
0.8335624933242798,1,-0.0036101085184283566,-0.013602269685655699,3,1,eval,93,0.001,2,0.6425992788390562,0.7297121615616423,277
0.5780958533287048,1,-0.03971119112056076,-0.022868453595612404,3,1,eval,94,0.001,2,0.6028880877184954,0.7068437079660299,277
0.3846801519393921,1,0.043321299208630704,-0.0065972026074405665,3,1,eval,98,0.001,2,0.6101083041098143,0.7113890583334417,277
0.5851404070854187,1,0.02888086599563433,-0.013159836887883025,3,1,eval,102,0.001,2,0.6209386292347409,0.7036563807876531,277
0.8146888017654419,1,0.01805054173142473,-0.008137732421448107,3,1,eval,106,0.001,2,0.6101083045401728,0.6848554058195452,277
0.8582659363746643,1,0.014440432997817165,-0.0002454702174190526,3,1,eval,107,0.001,2,0.62454873753799,0.6846099356021261,277
0.6785648465156555,1,-0.007220215960960563,0.014297961973541495,3,1,eval,108,0.001,2,0.6173285215770294,0.6989078975756676,277
0.8221964836120605,1,-0.014440432997817165,0.030860674295184354,3,1,eval,109,0.001,2,0.6028880885792123,0.729768571870852,277
0.4510704278945923,1,0.010830324694568128,-0.015927735433681756,3,1,eval,110,0.001,2,0.6137184132737804,0.7138408364371702,277
0.7327843904495239,1,0.014440432567458639,-0.020504296686675083,3,1,eval,111,0.001,2,0.628158845841239,0.6933365397504951,277
0.5875009298324585,1,-0.0036101083032490378,-0.0015072103872195708,3,1,eval,112,0.001,2,0.62454873753799,0.6918293293632756,277
0.6518604755401611,1,0.02888086621081354,-0.011504718973318173,3,1,eval,115,0.001,2,0.6281588456260598,0.6884940098769398,277
0.7005270719528198,1,0.0036101085184283566,0.01255463090614295,3,1,eval,116,0.001,2,0.6317689541444882,0.7010486407830827,277
0.21461749076843262,1,-0.007220216391318979,-0.0007655142877076582,3,1,eval,117,0.001,2,0.6245487377531692,0.700283126495375,277
0.7342968583106995,1,-0.014440433212996373,0.001693623806165112,4,1,eval,118,0.001,2,0.6101083045401728,0.7019767503015402,277
0.5865848064422607,1,0.018050541301066314,0.030515622145862786,4,1,eval,122,0.001,2,0.6101083045401728,0.7907965265026161,277
0.6113441586494446,1,0.0,0.03847513624907406,4,1,eval,123,0.001,2,0.6101083045401728,0.8292716627516902,277
0.6931641101837158,1,0.00361010808806983,0.04602777656665347,4,1,eval,124,0.001,2,0.6137184126282427,0.8752994393183436,277
0.760052502155304,1,-0.00361010808806983,0.05499222132273096,4,1,eval,125,0.001,2,0.6101083045401728,0.9302916606410746,277
0.5249569416046143,1,0.01083032447938892,0.007206578116984996,4,1,eval,133,0.001,2,0.6028880881488539,1.0340624042796744,277
0.5099385976791382,1,0.014440432997817165,-0.03120423094890623,4,1,eval,135,0.001,2,0.610108304755352,1.056933999707122,277
0.409351646900177,1,0.0,-0.11421492964782431,4,1,eval,136,0.001,2,0.610108304755352,0.9427190700592978,277
0.546161413192749,1,-0.007220216176139771,0.006935681246678316,4,1,eval,137,0.001,2,0.6028880885792123,0.9496547513059761,277
