accum_steps,avg_conf_cancel_interval,conf_cancel,delta_val_probe_loss,elapsed_sec,epoch,eval_every_steps,event,global_step,lr,microbatch_size,seed,step_in_epoch,val_probe_loss,val_probe_size
,0.7297289371490479,,-0.00029662251472473145,,1,1,eval,30,0.0002,,2,,0.6976941823959351,256
8,,0.3463473916053772,,,1,,step,31,0.0002,4,2,30,,
,0.3463473916053772,,-0.001419365406036377,,1,1,eval,31,0.0002,,2,,0.6962748169898987,256
8,,0.6273638010025024,,,1,,step,32,0.0002,4,2,31,,
,0.6273638010025024,,-0.0008443593978881836,,1,1,eval,32,0.0002,,2,,0.6954304575920105,256
8,,0.5057110786437988,,,1,,step,33,0.0002,4,2,32,,
,0.5057110786437988,,-0.0011330842971801758,,1,1,eval,33,0.0002,,2,,0.6942973732948303,256
8,,0.6409633159637451,,,1,,step,34,0.0002,4,2,33,,
,0.6409633159637451,,-0.0005361437797546387,,1,1,eval,34,0.0002,,2,,0.6937612295150757,256
8,,0.7295640707015991,,,1,,step,35,0.0002,4,2,34,,
,0.7295640707015991,,-0.0005166530609130859,,1,1,eval,35,0.0002,,2,,0.6932445764541626,256
8,,0.43857860565185547,,,1,,step,36,0.0002,4,2,35,,
,0.43857860565185547,,-0.00021836161613464355,,1,1,eval,36,0.0002,,2,,0.693026214838028,256
8,,0.2667766809463501,,,1,,step,37,0.0002,4,2,36,,
,0.2667766809463501,,-0.000557243824005127,,1,1,eval,37,0.0002,,2,,0.6924689710140228,256
8,,0.8365722894668579,,,1,,step,38,0.0002,4,2,37,,
,0.8365722894668579,,0.00027817487716674805,,1,1,eval,38,0.0002,,2,,0.6927471458911896,256
8,,0.5190632343292236,,,1,,step,39,0.0002,4,2,38,,
,0.5190632343292236,,0.0008687674999237061,,1,1,eval,39,0.0002,,2,,0.6936159133911133,256
8,,0.16306328773498535,,,1,,step,40,0.0002,4,2,39,,
,0.16306328773498535,,0.0015667378902435303,,1,1,eval,40,0.0002,,2,,0.6951826512813568,256
8,,0.6654945611953735,,,1,,step,41,0.0002,4,2,40,,
,0.6654945611953735,,0.002838224172592163,,1,1,eval,41,0.0002,,2,,0.698020875453949,256
8,,0.6073295474052429,,,1,,step,42,0.0002,4,2,41,,
,0.6073295474052429,,0.002235710620880127,,1,1,eval,42,0.0002,,2,,0.7002565860748291,256
8,,0.443996787071228,,,1,,step,43,0.0002,4,2,42,,
,0.443996787071228,,0.005099982023239136,,1,1,eval,43,0.0002,,2,,0.7053565680980682,256
8,,0.5081944465637207,,,1,,step,44,0.0002,4,2,43,,
,0.5081944465637207,,0.003313809633255005,,1,1,eval,44,0.0002,,2,,0.7086703777313232,256
8,,0.703668475151062,,,1,,step,45,0.0002,4,2,44,,
,0.703668475151062,,0.0011191070079803467,,1,1,eval,45,0.0002,,2,,0.7097894847393036,256
8,,0.6061829328536987,,,1,,step,46,0.0002,4,2,45,,
,0.6061829328536987,,-0.0013155639171600342,,1,1,eval,46,0.0002,,2,,0.7084739208221436,256
8,,0.27398836612701416,,,1,,step,47,0.0002,4,2,46,,
,0.27398836612701416,,-0.005962669849395752,,1,1,eval,47,0.0002,,2,,0.7025112509727478,256
8,,0.9103838801383972,,,1,,step,48,0.0002,4,2,47,,
,0.9103838801383972,,-0.004335492849349976,,1,1,eval,48,0.0002,,2,,0.6981757581233978,256
8,,0.8218950033187866,,,1,,step,49,0.0002,4,2,48,,
,0.8218950033187866,,-0.0033003389835357666,,1,1,eval,49,0.0002,,2,,0.6948754191398621,256
8,,0.5504636764526367,,,1,,step,50,0.0002,4,2,49,,
,0.5504636764526367,,-0.0029484927654266357,,1,1,eval,50,0.0002,,2,,0.6919269263744354,256
8,,0.8247470259666443,,,1,,step,51,0.0002,4,2,50,,
,0.8247470259666443,,-0.0014781653881072998,,1,1,eval,51,0.0002,,2,,0.6904487609863281,256
8,,0.8886841535568237,,,1,,step,52,0.0002,4,2,51,,
,0.8886841535568237,,-0.0007605552673339844,,1,1,eval,52,0.0002,,2,,0.6896882057189941,256
8,,0.6388341188430786,,,1,,step,53,0.0002,4,2,52,,
,0.6388341188430786,,-0.00014263391494750977,,1,1,eval,53,0.0002,,2,,0.6895455718040466,256
8,,0.6677613854408264,,,1,,step,54,0.0002,4,2,53,,
,0.6677613854408264,,0.00025773048400878906,,1,1,eval,54,0.0002,,2,,0.6898033022880554,256
8,,0.35771453380584717,,,1,,step,55,0.0002,4,2,54,,
,0.35771453380584717,,-6.666779518127441e-05,,1,1,eval,55,0.0002,,2,,0.6897366344928741,256
8,,0.12099426984786987,,,1,,step,56,0.0002,4,2,55,,
,0.12099426984786987,,0.0006767213344573975,,1,1,eval,56,0.0002,,2,,0.6904133558273315,256
8,,0.7576581835746765,,,1,,step,57,0.0002,4,2,56,,
,0.7576581835746765,,0.0006294548511505127,,1,1,eval,57,0.0002,,2,,0.6910428106784821,256
8,,0.36230695247650146,,,1,,step,58,0.0002,4,2,57,,
,0.36230695247650146,,-0.00023636221885681152,,1,1,eval,58,0.0002,,2,,0.6908064484596252,256
8,,0.7765841484069824,,,1,,step,59,0.0002,4,2,58,,
,0.7765841484069824,,-0.0003247857093811035,,1,1,eval,59,0.0002,,2,,0.6904816627502441,256
8,,0.4856719374656677,,,1,,step,60,0.0002,4,2,59,,
,0.4856719374656677,,-0.0008156001567840576,,1,1,eval,60,0.0002,,2,,0.6896660625934601,256
8,,0.46921515464782715,,,1,,step,61,0.0002,4,2,60,,
,0.46921515464782715,,-0.00017505884170532227,,1,1,eval,61,0.0002,,2,,0.6894910037517548,256
8,,0.290893018245697,,,1,,step,62,0.0002,4,2,61,,
,0.290893018245697,,-0.0002732574939727783,,1,1,eval,62,0.0002,,2,,0.689217746257782,256
8,,0.7749239206314087,,,1,,step,63,0.0002,4,2,62,,
,0.7749239206314087,,-0.0001671910285949707,,1,1,eval,63,0.0002,,2,,0.689050555229187,256
8,,0.09298020601272583,,,1,,step,64,0.0002,4,2,63,,
,0.09298020601272583,,-0.00011053681373596191,,1,1,eval,64,0.0002,,2,,0.688940018415451,256
8,,0.6273120641708374,,,1,,step,65,0.0002,4,2,64,,
,0.6273120641708374,,-6.607174873352051e-05,,1,1,eval,65,0.0002,,2,,0.6888739466667175,256
8,,0.17544442415237427,,,1,,step,66,0.0002,4,2,65,,
,0.17544442415237427,,-0.0003993809223175049,,1,1,eval,66,0.0002,,2,,0.6884745657444,256
8,,0.12506598234176636,,,1,,step,67,0.0002,4,2,66,,
,0.12506598234176636,,-0.00011554360389709473,,1,1,eval,67,0.0002,,2,,0.6883590221405029,256
8,,0.5544252395629883,,,1,,step,68,0.0002,4,2,67,,
,0.5544252395629883,,9.79304313659668e-05,,1,1,eval,68,0.0002,,2,,0.6884569525718689,256
8,,0.5286203622817993,,,1,,step,69,0.0002,4,2,68,,
,0.5286203622817993,,-8.171796798706055e-05,,1,1,eval,69,0.0002,,2,,0.6883752346038818,256
8,,0.7691819071769714,,,1,,step,70,0.0002,4,2,69,,
,0.7691819071769714,,-0.00027430057525634766,,1,1,eval,70,0.0002,,2,,0.6881009340286255,256
8,,0.16994649171829224,,,1,,step,71,0.0002,4,2,70,,
,0.16994649171829224,,-1.2218952178955078e-05,,1,1,eval,71,0.0002,,2,,0.6880887150764465,256
8,,0.5296756625175476,,,1,,step,72,0.0002,4,2,71,,
,0.5296756625175476,,-0.00041472911834716797,,1,1,eval,72,0.0002,,2,,0.6876739859580994,256
8,,0.5834720134735107,,,1,,step,73,0.0002,4,2,72,,
,0.5834720134735107,,-0.00047519803047180176,,1,1,eval,73,0.0002,,2,,0.6871987879276276,256
8,,0.6694290637969971,,,1,,step,74,0.0002,4,2,73,,
,0.6694290637969971,,-0.0002847611904144287,,1,1,eval,74,0.0002,,2,,0.6869140267372131,256
8,,0.49383604526519775,,,1,,step,75,0.0002,4,2,74,,
,0.49383604526519775,,-0.00036156177520751953,,1,1,eval,75,0.0002,,2,,0.6865524649620056,256
8,,0.7851690649986267,,,1,,step,76,0.0002,4,2,75,,
,0.7851690649986267,,-0.0002326369285583496,,1,1,eval,76,0.0002,,2,,0.6863198280334473,256
8,,0.2234601378440857,,,1,,step,77,0.0002,4,2,76,,
,0.2234601378440857,,-7.668137550354004e-05,,1,1,eval,77,0.0002,,2,,0.6862431466579437,256
8,,0.31016528606414795,,,1,,step,78,0.0002,4,2,77,,
,0.31016528606414795,,-0.00014382600784301758,,1,1,eval,78,0.0002,,2,,0.6860993206501007,256
8,,0.38605672121047974,,,2,,step,79,0.0002,4,2,0,,
,0.38605672121047974,,-0.00017639994621276855,,2,1,eval,79,0.0002,,2,,0.6859229207038879,256
8,,0.5591408014297485,,,2,,step,80,0.0002,4,2,1,,
,0.5591408014297485,,-0.0002072155475616455,,2,1,eval,80,0.0002,,2,,0.6857157051563263,256
8,,0.14022845029830933,,,2,,step,81,0.0002,4,2,2,,
,0.14022845029830933,,-1.1146068572998047e-05,,2,1,eval,81,0.0002,,2,,0.6857045590877533,256
8,,0.5440516471862793,,,2,,step,82,0.0002,4,2,3,,
,0.5440516471862793,,0.00033029913902282715,,2,1,eval,82,0.0002,,2,,0.6860348582267761,256
8,,0.8523738384246826,,,2,,step,83,0.0002,4,2,4,,
,0.8523738384246826,,0.0006684660911560059,,2,1,eval,83,0.0002,,2,,0.6867033243179321,256
8,,0.8154170513153076,,,2,,step,84,0.0002,4,2,5,,
,0.8154170513153076,,0.0005502998828887939,,2,1,eval,84,0.0002,,2,,0.6872536242008209,256
8,,0.727279543876648,,,2,,step,85,0.0002,4,2,6,,
,0.727279543876648,,6.99758529663086e-05,,2,1,eval,85,0.0002,,2,,0.6873236000537872,256
8,,0.41962146759033203,,,2,,step,86,0.0002,4,2,7,,
,0.41962146759033203,,-0.0007490813732147217,,2,1,eval,86,0.0002,,2,,0.6865745186805725,256
8,,0.6765668392181396,,,2,,step,87,0.0002,4,2,8,,
,0.6765668392181396,,-0.0007974207401275635,,2,1,eval,87,0.0002,,2,,0.685777097940445,256
8,,0.6952683925628662,,,2,,step,88,0.0002,4,2,9,,
,0.6952683925628662,,-0.0014157593250274658,,2,1,eval,88,0.0002,,2,,0.6843613386154175,256
8,,0.6571456789970398,,,2,,step,89,0.0002,4,2,10,,
,0.6571456789970398,,-0.001265019178390503,,2,1,eval,89,0.0002,,2,,0.683096319437027,256
8,,0.3199806213378906,,,2,,step,90,0.0002,4,2,11,,
,0.3199806213378906,,-0.00021451711654663086,,2,1,eval,90,0.0002,,2,,0.6828818023204803,256
8,,0.7949576377868652,,,2,,step,91,0.0002,4,2,12,,
,0.7949576377868652,,-0.0006397664546966553,,2,1,eval,91,0.0002,,2,,0.6822420358657837,256
8,,0.5332937836647034,,,2,,step,92,0.0002,4,2,13,,
,0.5332937836647034,,-0.0003063082695007324,,2,1,eval,92,0.0002,,2,,0.681935727596283,256
8,,0.7201251983642578,,,2,,step,93,0.0002,4,2,14,,
,0.7201251983642578,,-0.00034737586975097656,,2,1,eval,93,0.0002,,2,,0.681588351726532,256
8,,0.6475887298583984,,,2,,step,94,0.0002,4,2,15,,
,0.6475887298583984,,-0.0005585253238677979,,2,1,eval,94,0.0002,,2,,0.6810298264026642,256
8,,0.8856205344200134,,,2,,step,95,0.0002,4,2,16,,
,0.8856205344200134,,-0.0006479322910308838,,2,1,eval,95,0.0002,,2,,0.6803818941116333,256
8,,0.40994906425476074,,,2,,step,96,0.0002,4,2,17,,
,0.40994906425476074,,-1.1026859283447266e-06,,2,1,eval,96,0.0002,,2,,0.680380791425705,256
8,,0.5261898040771484,,,2,,step,97,0.0002,4,2,18,,
,0.5261898040771484,,0.0003943145275115967,,2,1,eval,97,0.0002,,2,,0.6807751059532166,256
8,,0.4188540577888489,,,2,,step,98,0.0002,4,2,19,,
,0.4188540577888489,,0.0001920461654663086,,2,1,eval,98,0.0002,,2,,0.6809671521186829,256
8,,0.561882734298706,,,2,,step,99,0.0002,4,2,20,,
,0.561882734298706,,0.0030231773853302,,2,1,eval,99,0.0002,,2,,0.6839903295040131,256
8,,0.7771332859992981,,,2,,step,100,0.0002,4,2,21,,
,0.7771332859992981,,0.0025750398635864258,,2,1,eval,100,0.0002,,2,,0.6865653693675995,256
8,,0.3196312189102173,,,2,,step,101,0.0002,4,2,22,,
,0.3196312189102173,,-0.002909153699874878,,2,1,eval,101,0.0002,,2,,0.6836562156677246,256
8,,0.7181801795959473,,,2,,step,102,0.0002,4,2,23,,
,0.7181801795959473,,-0.001537919044494629,,2,1,eval,102,0.0002,,2,,0.68211829662323,256
8,,0.3450126647949219,,,2,,step,103,0.0002,4,2,24,,
,0.3450126647949219,,0.0017587840557098389,,2,1,eval,103,0.0002,,2,,0.6838770806789398,256
8,,0.7819526791572571,,,2,,step,104,0.0002,4,2,25,,
,0.7819526791572571,,0.006786257028579712,,2,1,eval,104,0.0002,,2,,0.6906633377075195,256
8,,0.6235882043838501,,,2,,step,105,0.0002,4,2,26,,
,0.6235882043838501,,0.012103170156478882,,2,1,eval,105,0.0002,,2,,0.7027665078639984,256
8,,0.8739034533500671,,,2,,step,106,0.0002,4,2,27,,
,0.8739034533500671,,0.014556050300598145,,2,1,eval,106,0.0002,,2,,0.7173225581645966,256
8,,0.8009684085845947,,,2,,step,107,0.0002,4,2,28,,
,0.8009684085845947,,0.008162051439285278,,2,1,eval,107,0.0002,,2,,0.7254846096038818,256
8,,0.34738779067993164,,,2,,step,108,0.0002,4,2,29,,
,0.34738779067993164,,0.0026087164878845215,,2,1,eval,108,0.0002,,2,,0.7280933260917664,256
8,,0.23079818487167358,,,2,,step,109,0.0002,4,2,30,,
,0.23079818487167358,,-0.011466443538665771,,2,1,eval,109,0.0002,,2,,0.7166268825531006,256
8,,0.5370103716850281,,,2,,step,110,0.0002,4,2,31,,
,0.5370103716850281,,-0.016191214323043823,,2,1,eval,110,0.0002,,2,,0.7004356682300568,256
8,,0.23391002416610718,,,2,,step,111,0.0002,4,2,32,,
,0.23391002416610718,,-0.009904056787490845,,2,1,eval,111,0.0002,,2,,0.6905316114425659,256
8,,0.7827731370925903,,,2,,step,112,0.0002,4,2,33,,
,0.7827731370925903,,0.004506409168243408,,2,1,eval,112,0.0002,,2,,0.6950380206108093,256
8,,0.4047151803970337,,,2,,step,113,0.0002,4,2,34,,
,0.4047151803970337,,0.007485091686248779,,2,1,eval,113,0.0002,,2,,0.7025231122970581,256
8,,0.5392202138900757,,,2,,step,114,0.0002,4,2,35,,
,0.5392202138900757,,0.005382359027862549,,2,1,eval,114,0.0002,,2,,0.7079054713249207,256
8,,0.5150913000106812,,,2,,step,115,0.0002,4,2,36,,
,0.5150913000106812,,-0.0012034177780151367,,2,1,eval,115,0.0002,,2,,0.7067020535469055,256
8,,0.5217612981796265,,,2,,step,116,0.0002,4,2,37,,
,0.5217612981796265,,-0.005425870418548584,,2,1,eval,116,0.0002,,2,,0.7012761831283569,256
8,,0.7408920526504517,,,2,,step,117,0.0002,4,2,38,,
,0.7408920526504517,,-0.003773421049118042,,2,1,eval,117,0.0002,,2,,0.6975027620792389,256
8,,0.6376569271087646,,,2,,step,118,0.0002,4,2,39,,
,0.6376569271087646,,0.0021861493587493896,,2,1,eval,118,0.0002,,2,,0.6996889114379883,256
8,,0.4987860321998596,,,2,,step,119,0.0002,4,2,40,,
,0.4987860321998596,,-0.0040946900844573975,,2,1,eval,119,0.0002,,2,,0.6955942213535309,256
8,,0.808271050453186,,,2,,step,120,0.0002,4,2,41,,
,0.808271050453186,,-0.0034922659397125244,,2,1,eval,120,0.0002,,2,,0.6921019554138184,256
8,,0.5038468837738037,,,2,,step,121,0.0002,4,2,42,,
,0.5038468837738037,,-0.0023769140243530273,,2,1,eval,121,0.0002,,2,,0.6897250413894653,256
8,,0.7941780090332031,,,2,,step,122,0.0002,4,2,43,,
,0.7941780090332031,,-0.0011820793151855469,,2,1,eval,122,0.0002,,2,,0.6885429620742798,256
8,,0.37938058376312256,,,2,,step,123,0.0002,4,2,44,,
,0.37938058376312256,,-0.00037482380867004395,,2,1,eval,123,0.0002,,2,,0.6881681382656097,256
8,,0.8491761684417725,,,2,,step,124,0.0002,4,2,45,,
,0.8491761684417725,,0.00019305944442749023,,2,1,eval,124,0.0002,,2,,0.6883611977100372,256
8,,0.5999467968940735,,,2,,step,125,0.0002,4,2,46,,
,0.5999467968940735,,0.0029449164867401123,,2,1,eval,125,0.0002,,2,,0.6913061141967773,256
8,,0.7027099132537842,,,2,,step,126,0.0002,4,2,47,,
,0.7027099132537842,,0.003363311290740967,,2,1,eval,126,0.0002,,2,,0.6946694254875183,256
8,,0.6308836936950684,,,2,,step,127,0.0002,4,2,48,,
,0.6308836936950684,,0.0028126537799835205,,2,1,eval,127,0.0002,,2,,0.6974820792675018,256
8,,0.3814976215362549,,,2,,step,128,0.0002,4,2,49,,
,0.3814976215362549,,-0.0020516514778137207,,2,1,eval,128,0.0002,,2,,0.6954304277896881,256
8,,0.7181139588356018,,,2,,step,129,0.0002,4,2,50,,
,0.7181139588356018,,-0.00106850266456604,,2,1,eval,129,0.0002,,2,,0.6943619251251221,256
8,,0.8576568961143494,,,2,,step,130,0.0002,4,2,51,,
,0.8576568961143494,,-0.001231759786605835,,2,1,eval,130,0.0002,,2,,0.6931301653385162,256
8,,0.5916101932525635,,,2,,step,131,0.0002,4,2,52,,
,0.5916101932525635,,-0.0027133822441101074,,2,1,eval,131,0.0002,,2,,0.6904167830944061,256
8,,0.6500781774520874,,,2,,step,132,0.0002,4,2,53,,
,0.6500781774520874,,-0.0022964775562286377,,2,1,eval,132,0.0002,,2,,0.6881203055381775,256
8,,0.5635249614715576,,,2,,step,133,0.0002,4,2,54,,
,0.5635249614715576,,-0.001490265130996704,,2,1,eval,133,0.0002,,2,,0.6866300404071808,256
8,,0.7823459506034851,,,2,,step,134,0.0002,4,2,55,,
,0.7823459506034851,,-0.001222163438796997,,2,1,eval,134,0.0002,,2,,0.6854078769683838,256
8,,0.3213534951210022,,,2,,step,135,0.0002,4,2,56,,
,0.3213534951210022,,-8.165836334228516e-06,,2,1,eval,135,0.0002,,2,,0.6853997111320496,256
8,,0.7090411186218262,,,2,,step,136,0.0002,4,2,57,,
,0.7090411186218262,,0.0023190081119537354,,2,1,eval,136,0.0002,,2,,0.6877187192440033,256
8,,0.6793421506881714,,,2,,step,137,0.0002,4,2,58,,
,0.6793421506881714,,0.004742324352264404,,2,1,eval,137,0.0002,,2,,0.6924610435962677,256
8,,0.7466586828231812,,,2,,step,138,0.0002,4,2,59,,
,0.7466586828231812,,0.0084189772605896,,2,1,eval,138,0.0002,,2,,0.7008800208568573,256
8,,0.4068591594696045,,,2,,step,139,0.0002,4,2,60,,
,0.4068591594696045,,0.004463076591491699,,2,1,eval,139,0.0002,,2,,0.705343097448349,256
8,,0.6043072938919067,,,2,,step,140,0.0002,4,2,61,,
,0.6043072938919067,,0.001445680856704712,,2,1,eval,140,0.0002,,2,,0.7067887783050537,256
8,,0.3325567841529846,,,2,,step,141,0.0002,4,2,62,,
,0.3325567841529846,,-0.004557907581329346,,2,1,eval,141,0.0002,,2,,0.7022308707237244,256
8,,0.3630009889602661,,,2,,step,142,0.0002,4,2,63,,
,0.3630009889602661,,-0.0062732696533203125,,2,1,eval,142,0.0002,,2,,0.695957601070404,256
8,,0.7569977641105652,,,2,,step,143,0.0002,4,2,64,,
,0.7569977641105652,,-0.006090879440307617,,2,1,eval,143,0.0002,,2,,0.6898667216300964,256
8,,0.662919282913208,,,2,,step,144,0.0002,4,2,65,,
,0.662919282913208,,-0.005206316709518433,,2,1,eval,144,0.0002,,2,,0.684660404920578,256
8,,0.5870153903961182,,,2,,step,145,0.0002,4,2,66,,
,0.5870153903961182,,-0.0031463801860809326,,2,1,eval,145,0.0002,,2,,0.6815140247344971,256
8,,0.6093651056289673,,,2,,step,146,0.0002,4,2,67,,
,0.6093651056289673,,-0.0003216862678527832,,2,1,eval,146,0.0002,,2,,0.6811923384666443,256
8,,0.48367375135421753,,,2,,step,147,0.0002,4,2,68,,
,0.48367375135421753,,0.0004856884479522705,,2,1,eval,147,0.0002,,2,,0.6816780269145966,256
8,,0.8757311105728149,,,2,,step,148,0.0002,4,2,69,,
,0.8757311105728149,,0.0006298720836639404,,2,1,eval,148,0.0002,,2,,0.6823078989982605,256
8,,0.7177184820175171,,,2,,step,149,0.0002,4,2,70,,
,0.7177184820175171,,0.0006838440895080566,,2,1,eval,149,0.0002,,2,,0.6829917430877686,256
8,,0.33663105964660645,,,2,,step,150,0.0002,4,2,71,,
,0.33663105964660645,,0.0010280907154083252,,2,1,eval,150,0.0002,,2,,0.6840198338031769,256
8,,0.34693992137908936,,,2,,step,151,0.0002,4,2,72,,
,0.34693992137908936,,0.0029896795749664307,,2,1,eval,151,0.0002,,2,,0.6870095133781433,256
8,,0.7720227241516113,,,2,,step,152,0.0002,4,2,73,,
,0.7720227241516113,,0.004020094871520996,,2,1,eval,152,0.0002,,2,,0.6910296082496643,256
8,,0.2648645043373108,,,2,,step,153,0.0002,4,2,74,,
,0.2648645043373108,,0.002468883991241455,,2,1,eval,153,0.0002,,2,,0.6934984922409058,256
8,,0.6866294145584106,,,2,,step,154,0.0002,4,2,75,,
,0.6866294145584106,,0.002287954092025757,,2,1,eval,154,0.0002,,2,,0.6957864463329315,256
8,,0.29386770725250244,,,2,,step,155,0.0002,4,2,76,,
,0.29386770725250244,,-0.000280231237411499,,2,1,eval,155,0.0002,,2,,0.69550621509552,256
8,,0.6762553453445435,,,2,,step,156,0.0002,4,2,77,,
,0.6762553453445435,,-0.0026009678840637207,,2,1,eval,156,0.0002,,2,,0.6929052472114563,256
8,,0.16740107536315918,,,3,,step,157,0.0002,4,2,0,,
,0.16740107536315918,,-0.006252914667129517,,3,1,eval,157,0.0002,,2,,0.6866523325443268,256
8,,0.6688662767410278,,,3,,step,158,0.0002,4,2,1,,
,0.6688662767410278,,-0.004679769277572632,,3,1,eval,158,0.0002,,2,,0.6819725632667542,256
8,,0.5254192352294922,,,3,,step,159,0.0002,4,2,2,,
,0.5254192352294922,,-0.003013819456100464,,3,1,eval,159,0.0002,,2,,0.6789587438106537,256
8,,0.396841824054718,,,3,,step,160,0.0002,4,2,3,,
,0.396841824054718,,-0.0018433332443237305,,3,1,eval,160,0.0002,,2,,0.67711541056633,256
8,,0.630681037902832,,,3,,step,161,0.0002,4,2,4,,
,0.630681037902832,,0.00012800097465515137,,3,1,eval,161,0.0002,,2,,0.6772434115409851,256
8,,0.3680102825164795,,,3,,step,162,0.0002,4,2,5,,
,0.3680102825164795,,0.0015972554683685303,,3,1,eval,162,0.0002,,2,,0.6788406670093536,256
