accum_steps,avg_conf_cancel_interval,conf_cancel,delta_val_probe_loss,elapsed_sec,epoch,eval_every_steps,event,global_step,lr,microbatch_size,seed,step_in_epoch,val_probe_loss,val_probe_size
8,,0.4996042251586914,,,3,,step,163,0.0002,4,2,6,,
,0.4996042251586914,,0.0025229454040527344,,3,1,eval,163,0.0002,,2,,0.6813636124134064,256
8,,0.4687710404396057,,,3,,step,164,0.0002,4,2,7,,
,0.4687710404396057,,0.0012060105800628662,,3,1,eval,164,0.0002,,2,,0.6825696229934692,256
8,,0.23685377836227417,,,3,,step,165,0.0002,4,2,8,,
,0.23685377836227417,,-0.0010426640510559082,,3,1,eval,165,0.0002,,2,,0.6815269589424133,256
8,,0.6085021495819092,,,3,,step,166,0.0002,4,2,9,,
,0.6085021495819092,,-0.0009782016277313232,,3,1,eval,166,0.0002,,2,,0.680548757314682,256
8,,0.6876550912857056,,,3,,step,167,0.0002,4,2,10,,
,0.6876550912857056,,-0.0010344088077545166,,3,1,eval,167,0.0002,,2,,0.6795143485069275,256
8,,0.7166057229042053,,,3,,step,168,0.0002,4,2,11,,
,0.7166057229042053,,-0.00016191601753234863,,3,1,eval,168,0.0002,,2,,0.6793524324893951,256
8,,0.7438052296638489,,,3,,step,169,0.0002,4,2,12,,
,0.7438052296638489,,0.0011869370937347412,,3,1,eval,169,0.0002,,2,,0.6805393695831299,256
8,,0.6505330801010132,,,3,,step,170,0.0002,4,2,13,,
,0.6505330801010132,,0.00206109881401062,,3,1,eval,170,0.0002,,2,,0.6826004683971405,256
8,,0.40211302042007446,,,3,,step,171,0.0002,4,2,14,,
,0.40211302042007446,,0.0026701390743255615,,3,1,eval,171,0.0002,,2,,0.6852706074714661,256
8,,0.6763869524002075,,,3,,step,172,0.0002,4,2,15,,
,0.6763869524002075,,0.00011137127876281738,,3,1,eval,172,0.0002,,2,,0.6853819787502289,256
8,,0.6364079713821411,,,3,,step,173,0.0002,4,2,16,,
,0.6364079713821411,,0.0005225241184234619,,3,1,eval,173,0.0002,,2,,0.6859045028686523,256
8,,0.3477938175201416,,,3,,step,174,0.0002,4,2,17,,
,0.3477938175201416,,-0.00024065375328063965,,3,1,eval,174,0.0002,,2,,0.6856638491153717,256
8,,0.7919763326644897,,,3,,step,175,0.0002,4,2,18,,
,0.7919763326644897,,0.0016144216060638428,,3,1,eval,175,0.0002,,2,,0.6872782707214355,256
8,,0.6915923953056335,,,3,,step,176,0.0002,4,2,19,,
,0.6915923953056335,,0.003108501434326172,,3,1,eval,176,0.0002,,2,,0.6903867721557617,256
8,,0.7657749652862549,,,3,,step,177,0.0002,4,2,20,,
,0.7657749652862549,,0.006008327007293701,,3,1,eval,177,0.0002,,2,,0.6963950991630554,256
8,,0.7715859413146973,,,3,,step,178,0.0002,4,2,21,,
,0.7715859413146973,,0.006470233201980591,,3,1,eval,178,0.0002,,2,,0.702865332365036,256
8,,0.49913591146469116,,,3,,step,179,0.0002,4,2,22,,
,0.49913591146469116,,0.0020318031311035156,,3,1,eval,179,0.0002,,2,,0.7048971354961395,256
8,,0.5464250445365906,,,3,,step,180,0.0002,4,2,23,,
,0.5464250445365906,,-8.288025856018066e-05,,3,1,eval,180,0.0002,,2,,0.7048142552375793,256
8,,0.541977047920227,,,3,,step,181,0.0002,4,2,24,,
,0.541977047920227,,0.0017118752002716064,,3,1,eval,181,0.0002,,2,,0.706526130437851,256
8,,0.6673121452331543,,,3,,step,182,0.0002,4,2,25,,
,0.6673121452331543,,0.003614485263824463,,3,1,eval,182,0.0002,,2,,0.7101406157016754,256
8,,0.653313159942627,,,3,,step,183,0.0002,4,2,26,,
,0.653313159942627,,0.0011211633682250977,,3,1,eval,183,0.0002,,2,,0.7112617790699005,256
8,,0.6258342266082764,,,3,,step,184,0.0002,4,2,27,,
,0.6258342266082764,,-0.0013563930988311768,,3,1,eval,184,0.0002,,2,,0.7099053859710693,256
8,,0.5701338052749634,,,3,,step,185,0.0002,4,2,28,,
,0.5701338052749634,,-0.0010476112365722656,,3,1,eval,185,0.0002,,2,,0.7088577747344971,256
8,,0.7686752080917358,,,3,,step,186,0.0002,4,2,29,,
,0.7686752080917358,,-8.672475814819336e-05,,3,1,eval,186,0.0002,,2,,0.7087710499763489,256
8,,0.47684794664382935,,,3,,step,187,0.0002,4,2,30,,
,0.47684794664382935,,-0.0003546476364135742,,3,1,eval,187,0.0002,,2,,0.7084164023399353,256
8,,0.7224889993667603,,,3,,step,188,0.0002,4,2,31,,
,0.7224889993667603,,0.0006775856018066406,,3,1,eval,188,0.0002,,2,,0.7090939879417419,256
8,,0.7425543069839478,,,3,,step,189,0.0002,4,2,32,,
,0.7425543069839478,,0.002386718988418579,,3,1,eval,189,0.0002,,2,,0.7114807069301605,256
8,,0.7021032571792603,,,3,,step,190,0.0002,4,2,33,,
,0.7021032571792603,,0.005492955446243286,,3,1,eval,190,0.0002,,2,,0.7169736623764038,256
8,,0.6353118419647217,,,3,,step,191,0.0002,4,2,34,,
,0.6353118419647217,,0.004381120204925537,,3,1,eval,191,0.0002,,2,,0.7213547825813293,256
8,,0.33966994285583496,,,3,,step,192,0.0002,4,2,35,,
,0.33966994285583496,,-0.0005234777927398682,,3,1,eval,192,0.0002,,2,,0.7208313047885895,256
8,,0.4188445806503296,,,3,,step,193,0.0002,4,2,36,,
,0.4188445806503296,,-0.004155635833740234,,3,1,eval,193,0.0002,,2,,0.7166756689548492,256
8,,0.7790969610214233,,,3,,step,194,0.0002,4,2,37,,
,0.7790969610214233,,-0.0038639605045318604,,3,1,eval,194,0.0002,,2,,0.7128117084503174,256
8,,0.7664488554000854,,,3,,step,195,0.0002,4,2,38,,
,0.7664488554000854,,-0.0028102099895477295,,3,1,eval,195,0.0002,,2,,0.7100014984607697,256
8,,0.6897528171539307,,,3,,step,196,0.0002,4,2,39,,
,0.6897528171539307,,-0.0019131004810333252,,3,1,eval,196,0.0002,,2,,0.7080883979797363,256
8,,0.6497520208358765,,,3,,step,197,0.0002,4,2,40,,
,0.6497520208358765,,-0.0017764568328857422,,3,1,eval,197,0.0002,,2,,0.7063119411468506,256
8,,0.6904475092887878,,,3,,step,198,0.0002,4,2,41,,
,0.6904475092887878,,-0.0003584325313568115,,3,1,eval,198,0.0002,,2,,0.7059535086154938,256
8,,0.5789265632629395,,,3,,step,199,0.0002,4,2,42,,
,0.5789265632629395,,0.00029203295707702637,,3,1,eval,199,0.0002,,2,,0.7062455415725708,256
8,,0.6036132574081421,,,3,,step,200,0.0002,4,2,43,,
,0.6036132574081421,,0.00032144784927368164,,3,1,eval,200,0.0002,,2,,0.7065669894218445,256
8,,0.4445551633834839,,,3,,step,201,0.0002,4,2,44,,
,0.4445551633834839,,-0.0003918111324310303,,3,1,eval,201,0.0002,,2,,0.7061751782894135,256
8,,0.7416915893554688,,,3,,step,202,0.0002,4,2,45,,
,0.7416915893554688,,-0.000152587890625,,3,1,eval,202,0.0002,,2,,0.7060225903987885,256
8,,0.7318683862686157,,,3,,step,203,0.0002,4,2,46,,
,0.7318683862686157,,-0.0001601576805114746,,3,1,eval,203,0.0002,,2,,0.705862432718277,256
8,,0.483808696269989,,,3,,step,204,0.0002,4,2,47,,
,0.483808696269989,,0.0006500482559204102,,3,1,eval,204,0.0002,,2,,0.7065124809741974,256
8,,0.6572665572166443,,,3,,step,205,0.0002,4,2,48,,
,0.6572665572166443,,0.0003071725368499756,,3,1,eval,205,0.0002,,2,,0.7068196535110474,256
8,,0.7301068902015686,,,3,,step,206,0.0002,4,2,49,,
,0.7301068902015686,,0.00022369623184204102,,3,1,eval,206,0.0002,,2,,0.7070433497428894,256
8,,0.7703651785850525,,,3,,step,207,0.0002,4,2,50,,
,0.7703651785850525,,0.0003694891929626465,,3,1,eval,207,0.0002,,2,,0.707412838935852,256
8,,0.7887706756591797,,,3,,step,208,0.0002,4,2,51,,
,0.7887706756591797,,0.00044471025466918945,,3,1,eval,208,0.0002,,2,,0.7078575491905212,256
8,,0.639814019203186,,,3,,step,209,0.0002,4,2,52,,
,0.639814019203186,,0.0005597174167633057,,3,1,eval,209,0.0002,,2,,0.7084172666072845,256
8,,0.6511110067367554,,,3,,step,210,0.0002,4,2,53,,
,0.6511110067367554,,0.0006067454814910889,,3,1,eval,210,0.0002,,2,,0.7090240120887756,256
8,,0.5564672946929932,,,3,,step,211,0.0002,4,2,54,,
,0.5564672946929932,,0.0003496408462524414,,3,1,eval,211,0.0002,,2,,0.7093736529350281,256
8,,0.7056765556335449,,,3,,step,212,0.0002,4,2,55,,
,0.7056765556335449,,0.000331878662109375,,3,1,eval,212,0.0002,,2,,0.7097055315971375,256
8,,0.5806795358657837,,,3,,step,213,0.0002,4,2,56,,
,0.5806795358657837,,0.000550001859664917,,3,1,eval,213,0.0002,,2,,0.7102555334568024,256
8,,0.4987587332725525,,,3,,step,214,0.0002,4,2,57,,
,0.4987587332725525,,0.0001277327537536621,,3,1,eval,214,0.0002,,2,,0.710383266210556,256
8,,0.6472516059875488,,,3,,step,215,0.0002,4,2,58,,
,0.6472516059875488,,0.0003744363784790039,,3,1,eval,215,0.0002,,2,,0.710757702589035,256
8,,0.6992259621620178,,,3,,step,216,0.0002,4,2,59,,
,0.6992259621620178,,0.0002599358558654785,,3,1,eval,216,0.0002,,2,,0.7110176384449005,256
8,,0.5966017246246338,,,3,,step,217,0.0002,4,2,60,,
,0.5966017246246338,,0.00033342838287353516,,3,1,eval,217,0.0002,,2,,0.711351066827774,256
8,,0.5928471088409424,,,3,,step,218,0.0002,4,2,61,,
,0.5928471088409424,,0.000588148832321167,,3,1,eval,218,0.0002,,2,,0.7119392156600952,256
8,,0.6335532665252686,,,3,,step,219,0.0002,4,2,62,,
,0.6335532665252686,,0.0005946159362792969,,3,1,eval,219,0.0002,,2,,0.7125338315963745,256
8,,0.6545987129211426,,,3,,step,220,0.0002,4,2,63,,
,0.6545987129211426,,0.0004621744155883789,,3,1,eval,220,0.0002,,2,,0.7129960060119629,256
8,,0.4816921353340149,,,3,,step,221,0.0002,4,2,64,,
,0.4816921353340149,,0.0007838904857635498,,3,1,eval,221,0.0002,,2,,0.7137798964977264,256
8,,0.7170169353485107,,,3,,step,222,0.0002,4,2,65,,
,0.7170169353485107,,0.0007013380527496338,,3,1,eval,222,0.0002,,2,,0.7144812345504761,256
8,,0.35139429569244385,,,3,,step,223,0.0002,4,2,66,,
,0.35139429569244385,,0.00030091404914855957,,3,1,eval,223,0.0002,,2,,0.7147821485996246,256
8,,0.639613926410675,,,3,,step,224,0.0002,4,2,67,,
,0.639613926410675,,0.0004342794418334961,,3,1,eval,224,0.0002,,2,,0.7152164280414581,256
8,,0.7216721773147583,,,3,,step,225,0.0002,4,2,68,,
,0.7216721773147583,,0.00024059414863586426,,3,1,eval,225,0.0002,,2,,0.715457022190094,256
8,,0.7480215430259705,,,3,,step,226,0.0002,4,2,69,,
,0.7480215430259705,,0.0001227259635925293,,3,1,eval,226,0.0002,,2,,0.7155797481536865,256
8,,0.6687502861022949,,,3,,step,227,0.0002,4,2,70,,
,0.6687502861022949,,0.00011396408081054688,,3,1,eval,227,0.0002,,2,,0.7156937122344971,256
8,,0.5773013830184937,,,3,,step,228,0.0002,4,2,71,,
,0.5773013830184937,,0.0002619326114654541,,3,1,eval,228,0.0002,,2,,0.7159556448459625,256
8,,0.671378493309021,,,3,,step,229,0.0002,4,2,72,,
,0.671378493309021,,0.00020182132720947266,,3,1,eval,229,0.0002,,2,,0.716157466173172,256
8,,0.8196203112602234,,,3,,step,230,0.0002,4,2,73,,
,0.8196203112602234,,9.849667549133301e-05,,3,1,eval,230,0.0002,,2,,0.7162559628486633,256
8,,0.518679141998291,,,3,,step,231,0.0002,4,2,74,,
,0.518679141998291,,0.0001475214958190918,,3,1,eval,231,0.0002,,2,,0.7164034843444824,256
8,,0.6771752238273621,,,3,,step,232,0.0002,4,2,75,,
,0.6771752238273621,,3.927946090698242e-05,,3,1,eval,232,0.0002,,2,,0.7164427638053894,256
8,,0.39824050664901733,,,3,,step,233,0.0002,4,2,76,,
,0.39824050664901733,,-6.115436553955078e-05,,3,1,eval,233,0.0002,,2,,0.7163816094398499,256
8,,0.3408202528953552,,,3,,step,234,0.0002,4,2,77,,
,0.3408202528953552,,-7.259845733642578e-05,,3,1,eval,234,0.0002,,2,,0.7163090109825134,256
,,,,307.11,SUMMARY,,summary,234,0.0002,,2,,,
