avg_conf_cancel_interval,conflict_hist_steps,delta_val_probe_acc,delta_val_probe_loss,epoch,eval_every_steps,event,global_step,lr,seed,val_probe_acc,val_probe_loss,val_probe_size
0.6531339287757874,1,0.0974729223587022,-0.0039502563028989135,2,4,eval,64,0.002,2,0.6245487365696835,0.6887444115717919,277
0.60529625415802,1,0.09747292515603212,-0.018265036899690612,3,4,eval,80,0.002,2,0.6245487379683484,0.6664715953682304,277
0.7627809047698975,1,-0.0072202166064981865,-0.006414830039124242,3,4,eval,84,0.002,2,0.6173285213618502,0.6600567653291062,277
0.7169138193130493,1,-0.014440432997817165,0.07322015723596842,3,4,eval,88,0.002,2,0.6028880883640331,0.7332769225650746,277
0.7264147996902466,1,0.0036101083032490378,0.04621371056628998,3,4,eval,92,0.002,2,0.6064981966672821,0.7794906331313646,277
0.729182243347168,1,0.018050541301066203,-0.002585370187724978,3,4,eval,100,0.002,2,0.6137184128434219,0.6781915486504455,277
0.7240662574768066,1,0.007220216391318979,0.006066426258224844,3,4,eval,104,0.002,2,0.6209386292347409,0.6842579749086704,277
0.498673677444458,1,0.018050541301066314,-0.014140425821503988,3,4,eval,108,0.002,2,0.6389891705358072,0.6701175490871664,277
0.44127345085144043,1,-0.036101082817311725,0.0028038814610091833,3,4,eval,112,0.002,2,0.6028880877184954,0.6729214305481755,277
0.7255053520202637,1,0.007220216391318868,-0.006186369954463755,3,4,eval,116,0.002,2,0.6101083041098143,0.6667350605937118,277
