step,epoch,loss,val_acc,test_acc
50,1,0.7229067087173462,0.5451263537906137,0.0
100,1,0.6885829567909241,0.5451263537906137,0.0
150,1,0.7075384259223938,0.4981949458483754,0.0
200,2,0.6974714398384094,0.5956678700361011,0.0
250,2,0.7007096409797668,0.4729241877256318,0.0
300,2,0.6895454525947571,0.5956678700361011,0.0
350,3,0.7469064593315125,0.555956678700361,0.0
400,3,0.6867862343788147,0.47653429602888087,0.0
450,3,0.697655200958252,0.5776173285198556,0.0
500,4,0.7290139198303223,0.5523465703971119,0.0
550,4,0.6720565557479858,0.5956678700361011,0.0
600,4,0.6648485064506531,0.5487364620938628,0.0
