step,epoch,loss,val_acc,test_acc
50,1,0.6861902475357056,0.4620938628158845,0.0
100,1,0.7031898498535156,0.4620938628158845,0.0
150,1,0.6818203330039978,0.5270758122743683,0.0
200,2,0.7160154581069946,0.5379061371841155,0.0
250,2,0.6756935119628906,0.4729241877256318,0.0
300,2,0.6737066507339478,0.5306859205776173,0.0
350,3,0.6868602633476257,0.5379061371841155,0.0
400,3,0.6787827014923096,0.5342960288808665,0.0
450,3,0.691494882106781,0.4729241877256318,0.0
500,4,0.7197888493537903,0.5451263537906137,0.0
550,4,0.6850114464759827,0.555956678700361,0.0
600,4,0.6879184246063232,0.4729241877256318,0.0
