step,epoch,loss,val_acc,test_acc
50,1,0.7309731245040894,0.4729241877256318,0.0
100,1,0.7069611549377441,0.4729241877256318,0.0
150,1,0.6896276473999023,0.4729241877256318,0.0
200,2,0.6817004680633545,0.5740072202166066,0.0
250,2,0.5661133527755737,0.5703971119133574,0.0
300,2,0.6621336936950684,0.6137184115523465,0.0
350,3,0.439805269241333,0.5992779783393501,0.0
400,3,0.43190914392471313,0.628158844765343,0.0
450,3,0.32823359966278076,0.5992779783393501,0.0
500,4,0.49048787355422974,0.5992779783393501,0.0
550,4,0.3253554105758667,0.631768953068592,0.0
600,4,0.15863968431949615,0.5884476534296029,0.0
